description,price,rating,review_count,url
"Philips Sonicare Genuine Toothbrush Head Variety Pack, C3 Premium Plaque Control and C2 Optimal Control, 3 Brush Heads, White, HX9023/69",27,4.7 out of 5 stars,"6,719",https://www.amazon.com/Philips-Sonicare-replacement-toothbrush-HX9023/dp/B078BHNMLF/ref=sr_1_90?keywords=Philips&qid=1701064584&sr=8-90
"Philips AVENT Fast Baby Bottle Warmer with Smart Temperature Control and Automatic Shut-Off, SCF358/00",43,4.5 out of 5 stars,"10,788",https://www.amazon.com/Philips-Temperature-Control-Automatic-Shut-Off/dp/B0876T9DQZ/ref=sr_1_91?keywords=Philips&qid=1701064584&sr=8-91
"Braun Series 7 7020s Flex Electric Razor for Men with Precision Trimmer, Wet & Dry, Rechargeable, Cordless Foil Shaver, Silver",99,4.2 out of 5 stars,"3,226",https://www.amazon.com/Braun-Electric-Precision-Trimmer-Rechargeable/dp/B07Z8K3MQS/ref=sr_1_92?keywords=Philips&qid=1701064584&sr=8-92
"PHILIPS Sonicare ProtectiveClean 4100 Electric Rechargeable Toothbrush, Plaque Control, Pink",57,4.6 out of 5 stars,570,https://www.amazon.com/Sonicare-ProtectiveClean-Electric-Rechargeable-Toothbrush/dp/B0BL42FC2W/ref=sr_1_93?keywords=Philips&qid=1701064584&sr=8-93
"Philips Sonicare Genuine Sensitive Replacement Toothbrush Heads for Sensitive Teeth, 3 Brush Heads, White, HX6053/64",27,4.7 out of 5 stars,"4,769",https://www.amazon.com/Philips-Sonicare-replacement-toothbrush-HX6053/dp/B0086VIA0M/ref=sr_1_94?keywords=Philips&qid=1701064584&sr=8-94
"Philips Hue Smart 40W B39 Candle-Shaped LED Bulb - White and Color Ambiance Color-Changing Light - 1 Pack - 450LM - E12 - Control with Hue App - Works with Alexa, Google Assistant and Apple Homekit",54,4.7 out of 5 stars,"3,387",https://www.amazon.com/Philips-Hue-Bluetooth-Compatible-Assistant/dp/B08BNNHLNS/ref=sr_1_95?keywords=Philips&qid=1701064584&sr=8-95
"PHILIPS Saeco Xelsis Super Automatic Espresso Machine - LatteDuo Milk System, 15 Coffee Varieties, 6 User Profiles, Touchscreen, Black & Titanium, (SM7684/04)","1,169",3.9 out of 5 stars,399,https://www.amazon.com/Saeco-SM7684-04-Automatic-Espresso/dp/B07G3XYR3R/ref=sr_1_97?keywords=Philips&qid=1701064591&sr=8-97
Philips Norelco Bodygroom Series 7000 Showerproof Body & Manscaping Trimmer & Shaver BG7030/49,49,4.5 out of 5 stars,"20,536",https://www.amazon.com/Philips-Norelco-Bodygroomer-BG7030-49/dp/B07H41JQVR/ref=sr_1_98?keywords=Philips&qid=1701064591&sr=8-98
"Philips Norelco Quick Clean Pod Cartridge, 2 Count, CC12/52",11,4.7 out of 5 stars,"1,619",https://www.amazon.com/Philips-Norelco-Cartridge-CC12-52/dp/B08RKP4M7F/ref=sr_1_99?keywords=Philips&qid=1701064591&sr=8-99
"Philips Hue Smart 60W A19 LED Bulb - White Ambiance Warm-to-Cool White Light - 2 Pack - 800LM - E26 - Indoor - Control with Hue App - Works with Alexa, Google Assistant and Apple Homekit",44,4.7 out of 5 stars,"1,582",https://www.amazon.com/Philips-Hue-Bluetooth-compatible-Assistant/dp/B07QV9XLSD/ref=sr_1_100?keywords=Philips&qid=1701064591&sr=8-100
"Philips Sonicare for Kids 3+ Bluetooth Connected Rechargeable Electric Power Toothbrush, Interactive for Better Brushing, Pink, HX6351/41",29,4.7 out of 5 stars,"19,371",https://www.amazon.com/Sonicare-Bluetooth-Connected-Rechargeable-Toothbrush/dp/B07W3T1G7C/ref=sr_1_101?keywords=Philips&qid=1701064591&sr=8-101
"Philips Series 5000 Shaver Wet and Dry Electric Shaver, Beard, Stubble and Moustache Trimmer with SteelPrecision Blades Pop-Up Trimmer",98,4.2 out of 5 stars,191,https://www.amazon.com/Philips-Electric-Stubble-Moustache-SteelPrecision/dp/B09XMC9945/ref=sr_1_102?keywords=Philips&qid=1701064591&sr=8-102
"PHILIPS One by Sonicare Rechargeable Toothbrush, Snow, HY1200/07",25,4.4 out of 5 stars,"26,832",https://www.amazon.com/Philips-Sonicare-Rechargeable-Toothbrush-Piece/dp/B09B19PRFB/ref=sr_1_103?keywords=Philips&qid=1701064591&sr=8-103
"Philips Norelco Bodygroom Series 1100, BG1026/60, Showerproof Body Hair Trimmer and Groomer for Men",18,4.2 out of 5 stars,"21,795",https://www.amazon.com/Philips-Norelco-Bodygroomer-BG1026-60/dp/B010XIGBUQ/ref=sr_1_104?keywords=Philips&qid=1701064591&sr=8-104
"Philips Sonicare Electric Toothbrush Bundle with Smoocu Case and Charging Dock - Sonic Whitening Toothbrush with Smart Timer and Pressure Sensor - Orthodontics and Veneers-Safe, 5 Piece Set",99,4.5 out of 5 stars,453,https://www.amazon.com/Sonicare-Electric-Toothbrush-Smoocu-Charging/dp/B09BJCRL5P/ref=sr_1_105?keywords=Philips&qid=1701064591&sr=8-105
"Philips Norelco Oneblade Hybrid Electric Beard Trimmer and Shaver Kit, Electric Razor for Men + NeeGo Case for Philips Norelco One Blade",49,4.6 out of 5 stars,141,https://www.amazon.com/Philips-Norelco-Electric-Trimmer-OneBlade/dp/B0BSJB8G3Y/ref=sr_1_106?keywords=Philips&qid=1701064591&sr=8-106
"Philips Sonicare DiamondClean Smart 9700 Rechargeable Electric Power Toothbrush, Rose Gold, HX9957/61",219,4.5 out of 5 stars,"2,011",https://www.amazon.com/Philips-Sonicare-DiamondClean-Rechargeable-toothbrush/dp/B07JLT9RG2/ref=sr_1_107?keywords=Philips&qid=1701064591&sr=8-107
Philip: The Brothers of Hastings Ranch Book Three,0,4.6 out of 5 stars,921,https://www.amazon.com/Philip-Brothers-Hastings-Ranch-Three-ebook/dp/B08B2QZZSB/ref=sr_1_108?keywords=Philips&qid=1701064591&sr=8-108
"PHILIPS 3000 Series Handheld Steamer, Compact & Foldable, Ready to Use in ˜30 Seconds, 1000W, up to 20g/min, No Ironing Board Needed, Blue (STH3000/20)",41,4.4 out of 5 stars,16,https://www.amazon.com/PHILIPS-Handheld-Foldable-STH3000-20/dp/B0CGBWLNF1/ref=sr_1_109?keywords=Philips&qid=1701064591&sr=8-109
"Philips Avent Anti-colic Baby Bottle with AirFree vent Gift Set All In One, SCD397/02",99,4.7 out of 5 stars,460,https://www.amazon.com/Philips-Anti-Colic-Bottle-AirFree-SCD397/dp/B075YPNRTT/ref=sr_1_110?keywords=Philips&qid=1701064591&sr=8-110
"Philips Norelco Genuine SH30/52 Shaving Heads Compatible with Norelco Shaver Series 1000, 2000, 3000 and 5000X and Rounded",24,4.6 out of 5 stars,"2,306",https://www.amazon.com/Philips-Norelco-Replacement-Click-Style/dp/B01GTNVWOO/ref=sr_1_111?keywords=Philips&qid=1701064591&sr=8-111
"Philips Norelco Multi Groomer 29 Piece Mens Grooming Kit, Trimmer for Beard, Head, Body, and Face - NO Blade Oil Needed, MG7791/40",79,4.6 out of 5 stars,"2,790",https://www.amazon.com/Philips-Norelco-MG7791-40-Grooming/dp/B07S6V3P94/ref=sr_1_112?keywords=Philips&qid=1701064591&sr=8-112
"Philips Norelco Shaver 2500, Corded and Rechargeable Cordless Electric Shaver with Pop-Up Trimmer, S1311/82",49,4.4 out of 5 stars,"2,988",https://www.amazon.com/Philips-Norelco-Shaver-S1311-82/dp/B0842YP97W/ref=sr_1_113?keywords=Philips&qid=1701064591&sr=8-113
Philips Norelco Shaver 7700 Series 7000 Wet and Dry Electric Men's Shaver S7782 with Smart Hair Sensor and Motion Control Sensor - (Unboxed),85,3.9 out of 5 stars,11,https://www.amazon.com/Philips-Norelco-Shaver-Electric-Control/dp/B0CDCFWRM5/ref=sr_1_114?keywords=Philips&qid=1701064591&sr=8-114
"PHILIPS Sonicare 2100 Power Toothbrush, Rechargeable Electric Toothbrush, White Mint, HX3661/04",29,4.5 out of 5 stars,"2,010",https://www.amazon.com/Philips-Sonicare-Toothbrush-Rechargeable-HX3661/dp/B09LD8PTNJ/ref=sr_1_115?keywords=Philips&qid=1701064591&sr=8-115
"Philips 7000 Series Pasta Maker, ProExtrude Technology 150W, 8 discs, Up to 8 Portions, NutriU App, White, (HR2660/03)",189,4.4 out of 5 stars,41,https://www.amazon.com/Philips-ProExtrude-Technology-HR2660-03/dp/B0CB9DJL71/ref=sr_1_116?keywords=Philips&qid=1701064591&sr=8-116
"Philips Sonicare Power Flosser 3000, White, HX3711/20",53,4.3 out of 5 stars,620,https://www.amazon.com/Philips-Sonicare-Flosser-HX3711-20/dp/B09LSJ4JC8/ref=sr_1_117?keywords=Philips&qid=1701064591&sr=8-117
PHILIPS SH50/50 Replacement Blades for Series 5000 Electric Shavers,30,4.4 out of 5 stars,"16,094",https://www.amazon.com/Philips-Replacement-Shaving-SH50-50/dp/B00ZR19API/ref=sr_1_118?keywords=Philips&qid=1701064591&sr=8-118
"Philips Hue Bridge - Unlock the Full Potential of Hue - Multi-Room and Out-of-Home Control - Create Automations and Zones - Secure, Stable Connection Won't Strain Your Wi-Fi - Works with Voice, Matter",44,4.5 out of 5 stars,"9,898",https://www.amazon.com/Philips-Hue-Smart-Google-Assistant/dp/B016H0QZ7I/ref=sr_1_119?keywords=Philips&qid=1701064591&sr=8-119
"Standard Plastic Tubing for Philips Respironics DreamStation-15mm-PR15 , 6ft",9,4.6 out of 5 stars,"6,753",https://www.amazon.com/Standard-Plastic-Philips-Respironics-DreamStation-15mm-PR15/dp/B01FS0IWA6/ref=sr_1_120?keywords=Philips&qid=1701064591&sr=8-120
"Philips Norelco Genuine Bodygroom Replacement Trimmer/Shaver Foil, BG2000/40",14,4.7 out of 5 stars,"10,742",https://www.amazon.com/Philips-Norelco-Bodygroom-Replacement-Trimmer/dp/B000MN63CO/ref=sr_1_121?keywords=Philips&qid=1701064591&sr=8-121
"Kasa Smart Light Switch HS200, Single Pole, Needs Neutral Wire, 2.4GHz Wi-Fi Light Switch Works with Alexa and Google Home, UL Certified, No Hub Required , White",12,4.6 out of 5 stars,"37,929",https://www.amazon.com/Switch-HS200-Neutral-Certified-Required/dp/B01EZV35QU/ref=sr_1_122?keywords=Philips&qid=1701064591&sr=8-122
"Philips Shower Filter 3-stage Water Softener, NSF certified Double Mesh Filtration KDF Material, Reducing Chlorine/Impurities/Rust Sediments (Shower Filter Set)",28,4.2 out of 5 stars,"1,041",https://www.amazon.com/Softener-certified-Filtration-Impurities-Sediments/dp/B09H5BVCMV/ref=sr_1_123?keywords=Philips&qid=1701064591&sr=8-123
"PHILIPS Sonicare Electric Toothbrush with DiamondClean Brush Head, Phillips Sonicare Rechargeable Toothbrush with Pressure Sensor, Sonic Electronic Toothbrush, Travel Case, Blue 1.0 Count",99,4.1 out of 5 stars,125,https://www.amazon.com/PHILIPS-Toothbrush-DiamondClean-Rechargeable-Electronic/dp/B0BWP1SSW7/ref=sr_1_124?keywords=Philips&qid=1701064591&sr=8-124
PHILIPS Replacement Blades for Series 9000 Electric Shaver – SH90/70,59,4.4 out of 5 stars,"6,059",https://www.amazon.com/Philips-Replacement-Blades-Electric-Shaver/dp/B07FSMWHM5/ref=sr_1_125?keywords=Philips&qid=1701064591&sr=8-125
"Philips Hue Indoor/Outdoor Christmas 130-Foot Festavia String Lights - 500 Mini Color Changing Smart LEDs - Weatherproof - Control with Hue App - Works with Alexa, Google Assistant and Apple HomeKit",359,4.0 out of 5 stars,18,https://www.amazon.com/Philips-Hue-Christmas-130-Foot-Festavia/dp/B0CGXZV8RV/ref=sr_1_126?keywords=Philips&qid=1701064591&sr=8-126
"Philips AVENT Premium Baby Bottle Sterilizer with Dryer, SCF293/00",95,4.7 out of 5 stars,"25,393",https://www.amazon.com/Philips-AVENT-Sterilizer-SCF293-00/dp/B08FD8VRYZ/ref=sr_1_127?keywords=Philips&qid=1701064591&sr=8-127
"Philips UK Kitchen and Home Quick Clean Pod Replacement Cartridge for Electric Shaver, 5+1-Pack, Up to 18 mos hygienic Shaving, Quick Clean pod Compatible, CC16/50, 1.338 kg, 6-Count",36,4.7 out of 5 stars,"4,253",https://www.amazon.com/Replacement-Cartridge-Electric-Hygienic-Compatible/dp/B08HLQY3YZ/ref=sr_1_128?keywords=Philips&qid=1701064591&sr=8-128
"Philips Hue Play Gradient 65-Inch LED Light Strip TV Backlight - Flowing Multicolor Surround Lighting Syncs with Movies, Music and Video Games - Requires Hue Bridge and HDMI Sync Box",187,4.5 out of 5 stars,"1,415",https://www.amazon.com/Philips-Hue-Gradient-LightStrip-Assistant/dp/B08P2D215V/ref=sr_1_129?keywords=Philips&qid=1701064591&sr=8-129
"Philips Hue Smart 100W A21 LED Bulb - White and Color Ambiance Color-Changing Light - 1 Pack - 1600LM - E26 - Indoor - Control with Hue App - Works with Alexa, Google Assistant and Apple Homekit",59,4.6 out of 5 stars,"3,516",https://www.amazon.com/Philips-Hue-Bluetooth-Compatible-Assistant/dp/B095KV6RFY/ref=sr_1_130?keywords=Philips&qid=1701064591&sr=8-130
"PHILIPS 2200 Series Fully Automatic Espresso Machine - Classic Milk Frother, 2 Coffee Varieties, Intuitive Touch Display, Black, (EP2220/14)",525,4.3 out of 5 stars,"1,681",https://www.amazon.com/Philips-Automatic-Espresso-Machine-Frother/dp/B07VBPLPH5/ref=sr_1_131?keywords=Philips&qid=1701064591&sr=8-131
"PHILIPS Over Ear Open Back Stereo Headphones Wired with Detachable Audio Jack, Studio Monitor Headphones for Recording Podcast DJ Music Piano Guitar (SHP9600)",62,4.6 out of 5 stars,"10,276",https://www.amazon.com/Philips-SHP9600-Headphones-Open-Back-00/dp/B08B477BHS/ref=sr_1_132?keywords=Philips&qid=1701064591&sr=8-132
"Philips Norelco Shaver 3900, Rechargeable Wet & Dry Shaver with Pop-up Trimmer, Charging Stand and Storage Pouch, S3341/92",79,,,https://www.amazon.com/Philips-Norelco-Rechargeable-S3341-92/dp/B0CLX1573H/ref=sr_1_133?keywords=Philips&qid=1701064591&sr=8-133
"Philips Hue Outdoor 100W Power Supply, Black - Connect Multiple Hue Outdoor Low Voltage Lights up to Total of 100W - 1 Pack - Requires Hue Bridge - Weatherproof",89,4.6 out of 5 stars,"1,028",https://www.amazon.com/Philips-Hue-1748830VN-Power-Supply/dp/B08BFLLJM4/ref=sr_1_134?keywords=Philips&qid=1701064591&sr=8-134
"PHILIPS H4205 On-Ear Wireless Headphones with 32mm Drivers and BASS Boost on-Demand, Black",29,4.0 out of 5 stars,"1,067",https://www.amazon.com/Philips-Wireless-Headphones-Drivers-Demand/dp/B08FXR3BWX/ref=sr_1_135?keywords=Philips&qid=1701064591&sr=8-135
Set of 2 Nose & Hair Heads Blade Compatible with Philips One Blade Replacement Heads | Philips Norelco One Blade Shaver,9,4.5 out of 5 stars,2,https://www.amazon.com/Compatible-Philips-Replacement-Norelco-Shaver/dp/B0CLG2LS63/ref=sr_1_136?keywords=Philips&qid=1701064591&sr=8-136
"Philips Norelco Shaver 1100 Corded Only Shaver, S1016/90",29,,,https://www.amazon.com/Philips-Norelco-Shaver-S1016-90/dp/B0CLWRNM7M/ref=sr_1_137?keywords=Philips&qid=1701064591&sr=8-137
"Philips Norelco Genuine OneBlade Anti-Friction Replacement Blades, 2 Count, QP225/80",24,4.7 out of 5 stars,"11,887",https://www.amazon.com/Philips-Norelco-Anti-Friction-Replacement-QP225/dp/B0BNP56GKH/ref=sr_1_138?keywords=Philips&qid=1701064591&sr=8-138
"Philips Sonicare Genuine W3 Premium White Replacement Toothbrush Heads, 4 Brush Heads, White, HX9064/65",32,4.8 out of 5 stars,"1,666",https://www.amazon.com/Philips-Sonicare-toothbrush-HX9064-65/dp/B0719DJ9CN/ref=sr_1_139?keywords=Philips&qid=1701064591&sr=8-139
Philips Hue MR16 Smart LED Bulb White and Color Ambiance (2 Pack),99,5.0 out of 5 stars,2,https://www.amazon.com/Philips-Hue-Smart-White-Ambiance/dp/B0CGZFYTXN/ref=sr_1_140?keywords=Philips&qid=1701064591&sr=8-140
"Philips One by Sonicare, 2 Brush Heads, Snow, BH1022/07",7,4.7 out of 5 stars,"10,570",https://www.amazon.com/Philips-Sonicare-Brush-BH1022-07/dp/B09B1CL8MJ/ref=sr_1_141?keywords=Philips&qid=1701064591&sr=8-141
"Philips Norelco Genuine SH50/52 Shaving Heads Compatible with Norelco Shaver Series 5000 Rounded and 6000, Latest Version for Refreshed HQ9/50, HQ56/50, and RQ11/50",32,4.6 out of 5 stars,"6,597",https://www.amazon.com/Philips-Norelco-Replacement-52-Shavers/dp/B01DDKS2JO/ref=sr_1_142?keywords=Philips&qid=1701064591&sr=8-142
"Philips Party Bluetooth Speaker – 30W Portable Bluetooth Speaker with Bass Boost, 8 in. Woofer, Lights, 7 Hr. Playback, & Mic Input – Wireless, Loud Bluetooth Speaker for Home, Outdoors & More",66,5.0 out of 5 stars,3,https://www.amazon.com/Philips-Party-Bluetooth-Speaker-Portable/dp/B0CMZCQWGX/ref=sr_1_143?keywords=Philips&qid=1701064591&sr=8-143
"PHILIPS 100 LED Multicolor Twinkling Faceted Mini Christmas Lights on Green Wire - UL Listed for Indoor/Outdoor Use - 35.33' Length with 4"" Bulb Spacing - String Lights for Christmas Tree Decorating",19,4.0 out of 5 stars,69,https://www.amazon.com/PHILIPS-100LT-Twinkling-Faceted-Lights/dp/B08TFVQVSB/ref=sr_1_145?keywords=Philips&qid=1701064598&sr=8-145
"PHILIPS Sonicare Electric Toothbrush EssentialClean, Rechargeable Electric Tooth Brush with DiamondClean Brush Head, Sonic Electronic Toothbrush, Travel Case, Blue",69,4.5 out of 5 stars,99,https://www.amazon.com/PHILIPS-Toothbrush-EssentialClean-Rechargeable-DiamondClean/dp/B0BZDSKKMG/ref=sr_1_146?keywords=Philips&qid=1701064598&sr=8-146
"SH98/72 Replacement Head Shaver Compatible with Philips Norelco Electric Shaver Head Series S9000 and 9000 Prestige (SP98xx) SP9800 SP9860,New Upgraded SH98 Replacement Shaving Head",32,,,https://www.amazon.com/SH98-Replacement-Compatible-Electric-Prestige/dp/B0CKZFF5VQ/ref=sr_1_147?keywords=Philips&qid=1701064598&sr=8-147
"Philips AVENT Anti-Colic Baby Bottles with AirFree Vent, 9oz, 4pk, Clear, SCY703/04",29,4.7 out of 5 stars,"14,077",https://www.amazon.com/Philips-AVENT-Anti-Colic-SCY703-04/dp/B0961KZ9X2/ref=sr_1_148?keywords=Philips&qid=1701064598&sr=8-148
Philips Norelco SP9860 Series 9000 Wet and Dry Shaver with NanoTech Precision Blades and SmartClick Precision Trimmer - (Unboxed),159,3.1 out of 5 stars,5,https://www.amazon.com/Philips-Norelco-NanoTech-Precision-SmartClick/dp/B0CGRPW8HF/ref=sr_1_149?keywords=Philips&qid=1701064598&sr=8-149
"Philips Norelco Shaver 6800 with SenseIQ Technology, Series 6000",89,2.7 out of 5 stars,3,https://www.amazon.com/Philips-Norelco-Shaver-SenseIQ-Technology/dp/B0CH5DM83S/ref=sr_1_150?keywords=Philips&qid=1701064598&sr=8-150
Philips LED Flicker-Free Frosted Dimmable A19 Light Bulb - EyeComfort Technology - 800 Lumen - Soft White (2700K) - 8W=60W - E26 Base - Title 20 Certified - Ultra Definition - Indoor - 4-Pack,11,4.4 out of 5 stars,394,https://www.amazon.com/Philips-LED-Flicker-Free-2200K-2700K-576116/dp/B0B92VRHJ2/ref=sr_1_151?keywords=Philips&qid=1701064598&sr=8-151
"Philips AVENT Glass Natural Baby Bottle with Natural Response Nipple, Clear, 8oz, 4pk, SCY913/04",39,4.6 out of 5 stars,"3,849",https://www.amazon.com/Philips-Natural-Response-SCY913-04/dp/B098YVB8BX/ref=sr_1_152?keywords=Philips&qid=1701064598&sr=8-152
"PHILIPS Bikini Genie Cordless Trimmer for Bikini Line Hair Removal, with Shaving Head and Comb, BRT383/50",24,4.3 out of 5 stars,"11,920",https://www.amazon.com/Philips-BikiniGenie-cordless-Trimmer-BRT383/dp/B00TYSQXIC/ref=sr_1_153?keywords=Philips&qid=1701064598&sr=8-153
"Philips Norelco Beard Trimmer and Hair Clipper, Cordless Grooming, Rechargeable, Adjustable Length, Beard Trimmer And Hair Clipper, No Blade Oil Needed, BT3210/41",17,4.5 out of 5 stars,"4,740",https://www.amazon.com/Philips-Norelco-Trimmer-BT3210-41/dp/B078G9FJDK/ref=sr_1_154?keywords=Philips&qid=1701064598&sr=8-154
"Philips Sneaker Cleaner - Trainer Cleaning Kit with 3 Brush Heads, 3X brushhead Blue/Yellow, 4X AA Battery, Blue (GCA1000/60)",25,3.9 out of 5 stars,"6,195",https://www.amazon.com/Philips-Trainer-Cleaner-Battery-Yellow/dp/B08TLSB2XD/ref=sr_1_155?keywords=Philips&qid=1701064598&sr=8-155
"Replacement Blade for Philips, Compatible with Philips One 1 Blade Replacement Heads, 5 Count",43,,,https://www.amazon.com/Replacement-Blade-Philips-Compatible-Heads/dp/B0CN1BT8MZ/ref=sr_1_156?keywords=Philips&qid=1701064598&sr=8-156
"Philips Norelco Shaver 1100, with Comfort Cut Blades & 4D Flex Heads (Corded Use Only), S1015/81",29,4.2 out of 5 stars,"2,056",https://www.amazon.com/Philips-Norelco-S1015-81-norelco/dp/B081R166Z1/ref=sr_1_157?keywords=Philips&qid=1701064598&sr=8-157
"Philips Sonicare ProtectiveClean 4100 Rechargeable Electric Power Toothbrush, Black, HX6810/50",68,4.6 out of 5 stars,"54,830",https://www.amazon.com/Philips-Sonicare-ProtectiveClean-Rechargeable-HX6810/dp/B078GVMVRH/ref=sr_1_158?keywords=Philips&qid=1701064598&sr=8-158
"Philips Avent Ultra Air Pacifier - 4 x Light, Breathable Baby Pacifiers for Babies Aged 0-6 Months, BPA Free with Sterilizer Carry Case, SCF085/48",13,4.8 out of 5 stars,"4,092",https://www.amazon.com/Philips-Avent-Ultra-Air-Pacifier/dp/B0C5B6TZ24/ref=sr_1_159?keywords=Philips&qid=1701064598&sr=8-159
Philips Sonicare Original C2 Optimal Plaque Defence (Formerly ProResults Plaque Control) - 4 Pack in White (Model HX9024/10),29,4.6 out of 5 stars,"2,801",https://www.amazon.com/Philips-10-Sonicare-Toothbrush-Defence-brushsync/dp/B079HF6FSP/ref=sr_1_160?keywords=Philips&qid=1701064598&sr=8-160
"Philips AVENT Natural Baby Bottle with Natural Response Nipple, Clear, 9oz, 4pk, SCY903/04",30,4.7 out of 5 stars,"14,804",https://www.amazon.com/Philips-AVENT-Natural-Bottle-Response/dp/B0964CHD65/ref=sr_1_161?keywords=Philips&qid=1701064598&sr=8-161
colorski 2 pcs Nose Hair Trimmer Replacement Blades Heads Compatible with Philips Norelco Onelade & OneBlade pro Shaver Ear and Eyebrow Trimmer,12,4.5 out of 5 stars,19,https://www.amazon.com/colorski-pcs-Replacement-Compatible-OneBlade/dp/B0CGZPWNFV/ref=sr_1_163?keywords=Philips&qid=1701064598&sr=8-163
"Philips Hue Secure Smart Contact Sensor, White - Made for Doors and Windows - Works with The Hue App - Requires Hue Bridge",39,,,https://www.amazon.com/Philips-Hue-Secure-Contact-Sensor/dp/B0CLBDVTJP/ref=sr_1_164?keywords=Philips&qid=1701064598&sr=8-164
"Philips Hue Smart 50W GU10 LED Bulb - White and Color Ambiance Color-Changing Light - 1 Pack - 400LM - Indoor - Control with Hue App - Works with Alexa, Google Assistant and Apple Homekit",44,4.7 out of 5 stars,846,https://www.amazon.com/Philips-Hue-Bluetooth-compatible-Assistant/dp/B07WVNBWJH/ref=sr_1_165?keywords=Philips&qid=1701064598&sr=8-165
"Philips Hue Amarant Outdoor Light Bar, Black - 20W, White and Color Ambiance LED Smart Light - 1 Pack - Requires Hue Bridge and Outdoor Power Supply - Control with Hue App and Voice - Weatherproof",152,4.5 out of 5 stars,201,https://www.amazon.com/Philips-Hue-Amarant-Extension-Required/dp/B08VF2WYYH/ref=sr_1_166?keywords=Philips&qid=1701064598&sr=8-166
"Philips Healthcare Respironics DreamWear Silicone Pillow, Medium Cushion…",19,4.3 out of 5 stars,932,https://www.amazon.com/Philips-Respironics-DreamWear-Silicone-Cushion/dp/B08P2BXHDC/ref=sr_1_167?keywords=Philips&qid=1701064598&sr=8-167
Philip,0,,,https://www.amazon.com/Philip/dp/B08K58G4QL/ref=sr_1_168?keywords=Philips&qid=1701064598&sr=8-168
RQ12 Replacement Head for Philips Norelco RQ12 RQ11 RQ10 Sensotouch 3D 1260X 1280X 1290X RQ1180 Arcitec,28,,,https://www.amazon.com/RQ12-Replacement-Philips-Norelco-Sensotouch/dp/B0CHJWLFLF/ref=sr_1_169?keywords=Philips&qid=1701064598&sr=8-169
"Amazon Basics Anti-Plaque Pro Replacement Brush Heads, White, 3 Count (Fits most Philips Sonicare Click-On Electric Toothbrushes) (Previously Solimo)",21,4.1 out of 5 stars,546,https://www.amazon.com/Amazon-Basics-Anti-Plaque-Replacement-Toothbrushes/dp/B08QWXWZ7F/ref=sr_1_171?keywords=Philips&qid=1701064598&sr=8-171
"Philips AVENT Anti-Colic Baby Bottle with AirFree Vent All in One Gift Set, SCD308/01, White",99,4.8 out of 5 stars,445,https://www.amazon.com/Philips-AVENT-Anti-Colic-SCD308-01/dp/B097Z3L5BG/ref=sr_1_172?keywords=Philips&qid=1701064598&sr=8-172
"Philips Respironics DreamStation Filter Kit, Includes Pollen Filter(s) and 6 Disposable Ultra-Fine Filters (2 Pollen 6 Ultra-Fine)",14,4.8 out of 5 stars,"14,869",https://www.amazon.com/Philips-Respironics-DreamStation-Disposable-Ultra-Fine/dp/B01N3SRZ76/ref=sr_1_173?keywords=Philips&qid=1701064598&sr=8-173
Clark Shaving Co. Quick Clean Pod Replacement Cartridge Compatible with Philips Norelco Quick Clean pods (4pk),19,4.5 out of 5 stars,78,https://www.amazon.com/Clark-Shaving-Co-Replacement-Compatible/dp/B0CB1LHM76/ref=sr_1_174?keywords=Philips&qid=1701064598&sr=8-174
"Philips Avent Ultra Soft Pacifier - 4 x Soft and Flexible Baby Pacifiers for Babies Aged 0-6 Months, BPA Free with Sterilizer Carry Case, SCF091/24",13,4.8 out of 5 stars,"3,839",https://www.amazon.com/Philips-Avent-Ultra-Soft-Pacifier/dp/B0C5B42PZS/ref=sr_1_175?keywords=Philips&qid=1701064598&sr=8-175
"Upgraded version RQ12 Replacement Head for Philips Norelco RQ12 RQ11 RQ10 Sensotouch 3D 1260X 1280X 1290X RQ1180 Arcitec,1 pack",23,,,https://www.amazon.com/Upgraded-version-RQ12-Replacement-Sensotouch/dp/B0CLD7NLNZ/ref=sr_1_176?keywords=Philips&qid=1701064598&sr=8-176
"Philips Fingerprint Door Lock, Touchscreen Digital Keypad Deadbolt with Keys, Electronic Biometric Keyless Entry, Auto Locking, Easy Install, Matte Black",119,5.0 out of 5 stars,1,https://www.amazon.com/Fingerprint-Touchscreen-Deadbolt-Electronic-Biometric/dp/B0CLS4WRHH/ref=sr_1_177?keywords=Philips&qid=1701064598&sr=8-177
"Yinke 4.3V Type-C Shaver Adapter Charging Converter for Philips Norelco Oneblade QP2520 QP2515 QP2620 with Charging Indicator, A00390 USB-C Electric Shaver Power Converter Adapter (Cable Not Included)",7,,,https://www.amazon.com/Yinke-Charging-Converter-Oneblade-Indicator/dp/B0CL3XLM3X/ref=sr_1_178?keywords=Philips&qid=1701064598&sr=8-178
"Philips Sonicare Electric Toothbrush Power Toothbrush Electric, Toothbrush Rechargeable Electric Toothbrush with Pressure Sensor, Dark Gray",49,4.4 out of 5 stars,31,https://www.amazon.com/Philips-Sonicare-Electric-Toothbrush-Rechargeable/dp/B0BTMWX86X/ref=sr_1_179?keywords=Philips&qid=1701064598&sr=8-179
